Gene stable ID,Gene description,Gene type,Gene name
ENSG00000292367,elongin C pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:38160],processed_pseudogene,ELOCP24
ENSG00000292368,TRPC6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23270],processed_pseudogene,TRPC6P1
ENSG00000292369,novel transcript,lncRNA,
ENSG00000292371,DEAD/H-box helicase 11 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37115],unprocessed_pseudogene,DDX11L16
ENSG00000292372,"WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]",protein_coding,WASH6P
ENSG00000310550,"novel transcript, antisense to SPRY3",lncRNA,
ENSG00000310555,novel transcript,lncRNA,
ENSG00000292370,WASH and IL9R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38513],lncRNA,WASIR1
ENSG00000292373,interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030],protein_coding,IL9R
ENSG00000310542,"novel transcript, antisense to AJ271736.6",lncRNA,
ENSG00000215601,"testis specific protein Y-linked 24, pseudogene [Source:HGNC Symbol;Acc:HGNC:38725]",unprocessed_pseudogene,TSPY24P
ENSG00000215603,"zinc finger protein 92 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:39553]",processed_pseudogene,ZNF92P1Y
ENSG00000225878,SERPINE1 mRNA binding protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23967],processed_pseudogene,SERBP1P2
ENSG00000236435,"testis specific protein Y-linked 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23904]",unprocessed_pseudogene,TSPY12P
ENSG00000258991,double homeobox 4 like 19 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37718],unprocessed_pseudogene,DUX4L19
ENSG00000224518,"cytochrome c, somatic (CYCS) pseudogene",processed_pseudogene,
ENSG00000231988,OFD1 pseudogene 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:23875],unprocessed_pseudogene,OFD1P3Y
ENSG00000238073,"RNA binding motif protein Y-linked family 2 member H, pseudogene [Source:HGNC Symbol;Acc:HGNC:23893]",unprocessed_pseudogene,RBMY2HP
ENSG00000275866,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",processed_pseudogene,
ENSG00000271595,elongin C pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:49176],processed_pseudogene,ELOCP35
ENSG00000183704,solute carrier family 9 member B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37492],unprocessed_pseudogene,SLC9B1P1
ENSG00000232927,USP12 pseudogene Y-linked [Source:HGNC Symbol;Acc:HGNC:23195],processed_pseudogene,USP12PY
ENSG00000277438,lysine demethylase 5D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23976],processed_pseudogene,KDM5DP1
ENSG00000259154,double homeobox 4 like 17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37717],unprocessed_pseudogene,DUX4L17
ENSG00000273863,tripartite motif containing 60 (TRIM60) pseudogene,processed_pseudogene,
ENSG00000271375,immunoglobulin kappa variable 1D-39 (IGKV1D-39) pseudogene,processed_pseudogene,
ENSG00000224634,"zinc finger protein 736 pseudogene 6, Y-linked [Source:HGNC Symbol;Acc:HGNC:38440]",processed_pseudogene,ZNF736P6Y
ENSG00000285470,TUSC2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23963],processed_pseudogene,TUSC2P1
ENSG00000234620,pseudouridine 5'-phosphatase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20200],unprocessed_pseudogene,PUDPP1
ENSG00000236690,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",unprocessed_pseudogene,
ENSG00000273693,CDRT15 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38413],processed_pseudogene,CDRT15P10
ENSG00000114374,ubiquitin specific peptidase 9 Y-linked [Source:HGNC Symbol;Acc:HGNC:12633],protein_coding,USP9Y
ENSG00000291371,Y RNA [Source:RFAM;Acc:RF00019],misc_RNA,Y_RNA
ENSG00000291372,"RNA, U6 small nuclear 409, pseudogene [Source:HGNC Symbol;Acc:HGNC:47372]",snRNA,RNU6-409P
ENSG00000291368,acrosin [Source:HGNC Symbol;Acc:HGNC:126],protein_coding,ACR
ENSG00000291369,novel transcript,lncRNA,
ENSG00000291370,SNRPA1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56983],processed_pseudogene,SNRPA1P2
ENSG00000292254,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294],protein_coding,SHANK3
ENSG00000223422,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",unprocessed_pseudogene,
ENSG00000225653,ring finger protein 19B pseudogene Y-linked [Source:HGNC Symbol;Acc:HGNC:38398],processed_pseudogene,RNF19BPY
ENSG00000228578,tubulin beta 1 class VI pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23981],unprocessed_pseudogene,TUBB1P2
ENSG00000275280,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",processed_pseudogene,
ENSG00000270242,ACTR3B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37724],processed_pseudogene,ACTR3BP1
ENSG00000236477,ribosomal protein S24 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10412],processed_pseudogene,RPS24P1
ENSG00000237997,regulator of chromosome condensation 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38419],processed_pseudogene,RCC2P2
ENSG00000244246,"zinc finger protein 736 pseudogene 8, Y-linked [Source:HGNC Symbol;Acc:HGNC:38406]",processed_pseudogene,ZNF736P8Y
ENSG00000198692,eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252],protein_coding,EIF1AY
ENSG00000183753,basic charge Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:13508],protein_coding,BPY2
ENSG00000225433,MT-ND1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:42061],unprocessed_pseudogene,MTND1P12
ENSG00000235857,CTBP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23940],processed_pseudogene,CTBP2P1
ENSG00000223955,MT-ND6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38730],processed_pseudogene,MTND6P1
ENSG00000270455,poly(A) binding protein cytoplasmic 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37985],processed_pseudogene,PABPC1P5
ENSG00000234385,regulator of chromosome condensation 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37710],processed_pseudogene,RCC2P1
ENSG00000226863,shroom family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:631],transcribed_unprocessed_pseudogene,SHROOM2P1
ENSG00000271365,"family with sequence similarity 201, member A (FAM201A) pseudogene",processed_pseudogene,
ENSG00000259029,double homeobox 4 like 18 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37716],unprocessed_pseudogene,DUX4L18
ENSG00000215537,"zinc finger protein 736 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38426]",processed_pseudogene,ZNF736P11Y
ENSG00000229745,"basic charge Y-linked 2D, pseudogene [Source:HGNC Symbol;Acc:HGNC:38794]",unprocessed_pseudogene,BPY2DP
ENSG00000275828,CHEK2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37999],unprocessed_pseudogene,CHEK2P1
ENSG00000232522,"zinc finger protein 886, pseudogene [Source:HGNC Symbol;Acc:HGNC:38420]",unprocessed_pseudogene,ZNF886P
ENSG00000277519,OFD1 pseudogene 16 Y-linked [Source:HGNC Symbol;Acc:HGNC:18213],unprocessed_pseudogene,OFD1P16Y
ENSG00000273731,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",processed_pseudogene,
ENSG00000215583,argininosuccinate synthetase 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:769],processed_pseudogene,ASS1P6
ENSG00000274162,"sorting nexin 18 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:38442]",processed_pseudogene,SNX18P1Y
ENSG00000233774,mediator complex subunit 14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2371],unprocessed_pseudogene,MED14P1
ENSG00000228764,"zinc finger protein 885, pseudogene [Source:HGNC Symbol;Acc:HGNC:38456]",processed_pseudogene,ZNF885P
ENSG00000232226,arylsulfatase F pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:722],transcribed_unprocessed_pseudogene,ARSFP1
ENSG00000224567,tripartite motif containing 43 (TRIM43) pseudogene,processed_pseudogene,
ENSG00000241200,"zinc finger protein 736 pseudogene 7, Y-linked [Source:HGNC Symbol;Acc:HGNC:38404]",processed_pseudogene,ZNF736P7Y
ENSG00000228518,surfeit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37722],processed_pseudogene,SURF6P1
ENSG00000274231,asparagine synthetase (glutamine-hydrolyzing) (ASNS) pseudogene,processed_pseudogene,
ENSG00000274502,"ankyrin repeat domain 20 family member A6, pseudogene [Source:HGNC Symbol;Acc:HGNC:37714]",processed_pseudogene,ANKRD20A6P
ENSG00000278854,tripartite motif containing 60 (TRIM60) pseudogene,processed_pseudogene,
ENSG00000225809,"RNA binding motif protein Y-linked family 2 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:23888]",unprocessed_pseudogene,RBMY2KP
ENSG00000232419,"testis expressed transcript, Y-linked 19 [Source:HGNC Symbol;Acc:HGNC:18843]",lncRNA,TTTY19
ENSG00000226906,"testis expressed transcript, Y-linked 4 [Source:HGNC Symbol;Acc:HGNC:16481]",lncRNA,TTTY4
ENSG00000230025,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",unprocessed_pseudogene,
ENSG00000235649,matrix remodeling associated 5 Y-linked (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23932],unprocessed_pseudogene,MXRA5Y
ENSG00000258567,double homeobox 4 like 16 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37719],unprocessed_pseudogene,DUX4L16
ENSG00000234179,MT-CYB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38729],processed_pseudogene,MTCYBP1
ENSG00000271309,"family with sequence similarity 201, member A (FAM201A) pseudogene",processed_pseudogene,
ENSG00000228240,"testis expressed transcript, Y-linked 17A [Source:HGNC Symbol;Acc:HGNC:18841]",lncRNA,TTTY17A
ENSG00000234652,1-acylglycerol-3-phosphate O-acyltransferase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37709],processed_pseudogene,AGPAT5P1
ENSG00000218410,pseudogene similar to primate FRD envelope proteins (ENVFRD),processed_pseudogene,
ENSG00000224989,"family with sequence similarity 41 member A, Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:23955]",lncRNA,FAM41AY1
ENSG00000273858,SH3 and multiple ankyrin repeat domains 2 (SHANK2) pseudogene,processed_pseudogene,
ENSG00000227830,"tripartite motif containing 60 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:38409]",processed_pseudogene,TRIM60P3Y
ENSG00000226529,MT-ND1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38728],processed_pseudogene,MTND1P1
ENSG00000274837,"heat shock transcription factor, Y-linked 1 (HSFY1) pseudogene",processed_pseudogene,
ENSG00000216777,proline rich coiled-coil 2C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23949],processed_pseudogene,PRRC2CP1
ENSG00000216824,"zinc finger protein 736 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38410]",processed_pseudogene,ZNF736P10Y
ENSG00000276829,tripartite motif containing 60 (TRIM60) pseudogene,unprocessed_pseudogene,
ENSG00000283076,"family with sequence similarity 166, member A (FAM166A) pseudogene",transcribed_unprocessed_pseudogene,
ENSG00000234850,MT-ND2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38727],processed_pseudogene,MTND2P3
ENSG00000270570,"family with sequence similarity 201, member A (FAM201A) pseudogene",processed_pseudogene,
ENSG00000223517,novel transcript,lncRNA,
ENSG00000228207,"testis specific protein, Y-linked 1 (TSPY1) pseudogene",unprocessed_pseudogene,
ENSG00000225117,arylsulfatase D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:718],unprocessed_pseudogene,ARSDP1
ENSG00000228411,chromodomain Y-linked 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:23872],processed_pseudogene,CDY4P
ENSG00000229518,UBE2V1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23983],processed_pseudogene,UBE2V1P3
ENSG00000232730,"family with sequence similarity 8 member A4, pseudogene [Source:HGNC Symbol;Acc:HGNC:16375]",processed_pseudogene,FAM8A4P
ENSG00000244000,zinc finger protein pseudogene,processed_pseudogene,
ENSG00000232764,"tripartite motif containing 60 pseudogene 8, Y-linked [Source:HGNC Symbol;Acc:HGNC:38458]",processed_pseudogene,TRIM60P8Y
ENSG00000236131,mediator complex subunit 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38733],processed_pseudogene,MED13P1
ENSG00000227949,CYCS pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:23941],processed_pseudogene,CYCSP46
ENSG00000252900,"RNA, U6 small nuclear 303, pseudogene [Source:HGNC Symbol;Acc:HGNC:47266]",snRNA,RNU6-303P
ENSG00000252689,,snoRNA,
ENSG00000243980,"RNA, 7SL, cytoplasmic 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:46718]",misc_RNA,RN7SL702P
ENSG00000252315,"RNA, 5S ribosomal pseudogene 520 [Source:HGNC Symbol;Acc:HGNC:43420]",rRNA_pseudogene,RNA5SP520
ENSG00000252012,"RNA, 5S ribosomal pseudogene 521 [Source:HGNC Symbol;Acc:HGNC:43421]",rRNA_pseudogene,RNA5SP521
ENSG00000273966,,misc_RNA,
ENSG00000252173,"RNA, U6 small nuclear 109, pseudogene [Source:HGNC Symbol;Acc:HGNC:47072]",snRNA,RNU6-109P
ENSG00000252323,"RNA, U6 small nuclear 184, pseudogene [Source:HGNC Symbol;Acc:HGNC:47147]",snRNA,RNU6-184P
ENSG00000169953,heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950],protein_coding,HSFY2
ENSG00000236429,glycoprotein M6B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38781],unprocessed_pseudogene,GPM6BP2
ENSG00000249501,USP9Y pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31742],unprocessed_pseudogene,USP9YP2
ENSG00000228193,elongin C pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:38150],processed_pseudogene,ELOCP14
ENSG00000230904,"XK related, Y-linked pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23909]",unprocessed_pseudogene,XKRYP2
ENSG00000238135,USP9Y pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:38454],unprocessed_pseudogene,USP9YP10
ENSG00000251970,"RNA, U1 small nuclear 41, pseudogene [Source:HGNC Symbol;Acc:HGNC:48383]",snRNA,RNU1-41P
ENSG00000238088,OFD1 pseudogene 7 Y-linked [Source:HGNC Symbol;Acc:HGNC:23879],unprocessed_pseudogene,OFD1P7Y
ENSG00000217179,MT-CYB pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38807],processed_pseudogene,MTCYBP2
ENSG00000217896,zinc finger protein 839 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38455],processed_pseudogene,ZNF839P1
ENSG00000185275,CD24 molecule pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:1649],processed_pseudogene,CD24P4
ENSG00000252766,"RNA, U6 small nuclear 255, pseudogene [Source:HGNC Symbol;Acc:HGNC:47218]",snRNA,RNU6-255P
ENSG00000288269,glucagon receptor [Source:HGNC Symbol;Acc:HGNC:4192],protein_coding,GCGR
ENSG00000274282,"endogenous retrovirus group FRD, member 1 (ERVFRD-1) pseudogene",processed_pseudogene,
ENSG00000234529,glyceraldehyde 3 phosphate dehydrogenase pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:23947],processed_pseudogene,GAPDHP19
ENSG00000238191,clustered mitochondria homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38416],unprocessed_pseudogene,CLUHP1
ENSG00000226353,TATA-box binding protein associated factor 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31743],processed_pseudogene,TAF9P1
ENSG00000226449,chromodomain Y-linked 5 pseudogene [Source:HGNC Symbol;Acc:HGNC:23850],unprocessed_pseudogene,CDY5P
ENSG00000225896,elongin C pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:54973],processed_pseudogene,ELOCP36
ENSG00000229129,actin gamma 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:147],processed_pseudogene,ACTG1P2
ENSG00000223555,USP9Y pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:38759],unprocessed_pseudogene,USP9YP23
ENSG00000235521,USP9Y pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:38763],unprocessed_pseudogene,USP9YP27
ENSG00000252513,"RNA, U1 small nuclear 128, pseudogene [Source:HGNC Symbol;Acc:HGNC:48470]",snRNA,RNU1-128P
ENSG00000224964,trafficking protein particle complex 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10712],unprocessed_pseudogene,TRAPPC2P3
ENSG00000225740,elongin C pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38142],processed_pseudogene,ELOCP6
ENSG00000229138,chromodomain Y-linked 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:23853],unprocessed_pseudogene,CDY6P
ENSG00000224485,USP9Y pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38079],unprocessed_pseudogene,USP9YP7
ENSG00000226116,USP9Y pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:38078],unprocessed_pseudogene,USP9YP6
ENSG00000237558,chromodomain Y-linked 7 pseudogene [Source:HGNC Symbol;Acc:HGNC:23854],unprocessed_pseudogene,CDY7P
ENSG00000233378,USP9Y pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:38778],unprocessed_pseudogene,USP9YP34
ENSG00000237616,USP9Y pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:38776],unprocessed_pseudogene,USP9YP32
ENSG00000224033,chromodomain Y-linked 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:23855],unprocessed_pseudogene,CDY8P
ENSG00000230412,elongin C pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:38148],processed_pseudogene,ELOCP12
ENSG00000225895,trafficking protein particle complex 2 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37731],unprocessed_pseudogene,TRAPPC2P8
ENSG00000233120,USP9Y pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38751],unprocessed_pseudogene,USP9YP15
ENSG00000252166,"RNA, U1 small nuclear 95, pseudogene [Source:HGNC Symbol;Acc:HGNC:48437]",snRNA,RNU1-95P
ENSG00000232744,USP9Y pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:38752],unprocessed_pseudogene,USP9YP16
ENSG00000229465,actin gamma 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37651],processed_pseudogene,ACTG1P11
ENSG00000236599,elongin C pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:38731],processed_pseudogene,ELOCP26
ENSG00000232899,chromodomain Y-linked 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:23851],unprocessed_pseudogene,CDY9P
ENSG00000229302,TATA-box binding protein associated factor 9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31744],processed_pseudogene,TAF9P2
ENSG00000228945,clustered mitochondria homolog pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38453],unprocessed_pseudogene,CLUHP2
ENSG00000278391,,misc_RNA,
ENSG00000251953,"RNA, 5S ribosomal pseudogene 522 [Source:HGNC Symbol;Acc:HGNC:43422]",rRNA_pseudogene,RNA5SP522
ENSG00000252667,"RNA, 5S ribosomal pseudogene 523 [Source:HGNC Symbol;Acc:HGNC:43423]",rRNA_pseudogene,RNA5SP523
ENSG00000249726,tubulin beta 1 class VI pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23982],unprocessed_pseudogene,TUBB1P1
ENSG00000225716,elongin C pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:38149],processed_pseudogene,ELOCP13
ENSG00000229406,OFD1 pseudogene 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:23876],unprocessed_pseudogene,OFD1P4Y
ENSG00000252209,"RNA, U1 small nuclear 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:48390]",snRNA,RNU1-48P
ENSG00000249634,USP9Y pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38418],unprocessed_pseudogene,USP9YP5
ENSG00000238067,"XK related, Y-linked pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23908]",unprocessed_pseudogene,XKRYP1
ENSG00000230377,elongin C pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38143],processed_pseudogene,ELOCP7
ENSG00000250951,USP9Y pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31741],unprocessed_pseudogene,USP9YP1
ENSG00000230458,glycoprotein M6B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38782],unprocessed_pseudogene,GPM6BP1
ENSG00000235479,"RAB9A, member RAS oncogene family pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38108]",unprocessed_pseudogene,RAB9AP4
ENSG00000249606,trafficking protein particle complex 2 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:10716],unprocessed_pseudogene,TRAPPC2P7
ENSG00000267793,ADAM metallopeptidase domain (ADAM) pseudogene,transcribed_processed_pseudogene,
ENSG00000260197,novel transcript,lncRNA,
ENSG00000012817,lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115],protein_coding,KDM5D
ENSG00000288213,MAPK regulated corepressor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28007],protein_coding,MCRIP1
ENSG00000288186,protein phosphatase 1 regulatory subunit 27 [Source:HGNC Symbol;Acc:HGNC:16813],protein_coding,PPP1R27
ENSG00000172468,heat shock transcription factor Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:18568],protein_coding,HSFY1
ENSG00000176679,TGFB induced factor homeobox 2 like Y-linked [Source:HGNC Symbol;Acc:HGNC:18569],protein_coding,TGIF2LY
ENSG00000182415,chromodomain Y-linked 2A [Source:HGNC Symbol;Acc:HGNC:1810],protein_coding,CDY2A
ENSG00000233126,"zinc finger protein 736 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:37728]",processed_pseudogene,ZNF736P3Y
ENSG00000227251,"tripartite motif containing 60 pseudogene 9, Y-linked [Source:HGNC Symbol;Acc:HGNC:38459]",processed_pseudogene,TRIM60P9Y
ENSG00000252633,RN7SK pseudogene 282 [Source:HGNC Symbol;Acc:HGNC:46006],misc_RNA,RN7SKP282
ENSG00000251996,Y RNA [Source:RFAM;Acc:RF00019],misc_RNA,Y_RNA
ENSG00000252155,"RNA, U6 small nuclear 941, pseudogene [Source:HGNC Symbol;Acc:HGNC:47904]",snRNA,RNU6-941P
ENSG00000252472,"RNA, U6 small nuclear 521, pseudogene [Source:HGNC Symbol;Acc:HGNC:47484]",snRNA,RNU6-521P
ENSG00000224953,sorcin pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38735],processed_pseudogene,SRIP3
ENSG00000274365,WWC family member 3 (WWC3) pseudogene,processed_pseudogene,
ENSG00000233634,GOT2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:38439],processed_pseudogene,GOT2P5
ENSG00000237701,ATP synthase peripheral stalk subunit F6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23933],processed_pseudogene,ATP5PFP1
ENSG00000273906,"novel transcript, sense intronic to TBL1Y",lncRNA,
ENSG00000232976,"tripartite motif containing 60 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38462]",processed_pseudogene,TRIM60P10Y
ENSG00000226270,"zinc finger protein 736 pseudogene 2, Y-linked [Source:HGNC Symbol;Acc:HGNC:37727]",processed_pseudogene,ZNF736P2Y
ENSG00000227837,"tripartite motif containing 60 pseudogene 11, Y-linked [Source:HGNC Symbol;Acc:HGNC:38463]",processed_pseudogene,TRIM60P11Y
ENSG00000278602,tripartite motif containing 60 (TRIM60) pseudogene,unprocessed_pseudogene,
ENSG00000223978,"zinc finger protein 736 pseudogene 1, Y-linked [Source:HGNC Symbol;Acc:HGNC:37726]",processed_pseudogene,ZNF736P1Y
ENSG00000278197,tripartite motif containing 60 (TRIM60) pseudogene,unprocessed_pseudogene,
